vote,6,1.0,0.1,97.65472221049819,97.67441860465115
vote,5,1.0,0.1,95.26291671440028,95.34883720930233
vote,4,1.0,0.1,97.65472221049819,97.67441860465115
vote,3,1.0,0.1,97.65472221049819,97.67441860465115
vote,2,1.0,0.1,100.0,100.0
vote,7,1.0,0.1,95.34883720930233,95.34883720930233
vote,11,1.0,0.1,93.07235899884063,93.02325581395348
vote,8,1.0,0.1,95.34883720930233,95.34883720930233
vote,13,1.0,0.1,90.69767441860465,90.69767441860465
vote,12,1.0,0.1,95.40805340223945,95.34883720930233
vote,14,1.0,0.1,93.07235899884063,93.02325581395348
vote,10,1.0,0.1,97.69078633294687,97.67441860465115
segmentation,2,1.0,0.1,100.0,100.0
vote,9,1.0,0.1,90.69767441860465,90.69767441860465
segmentation,3,1.0,0.1,94.70899470899471,95.23809523809523
segmentation,6,1.0,0.1,47.59462759462759,57.14285714285714
segmentation,4,1.0,0.1,75.02645502645503,80.95238095238095
segmentation,7,1.0,0.1,56.90647976362262,66.66666666666666
segmentation,9,1.0,0.1,49.58427815570673,57.14285714285714
segmentation,5,1.0,0.1,70.08314436885865,76.19047619047619
segmentation,14,1.0,0.1,53.756613756613746,61.904761904761905
segmentation,11,1.0,0.1,42.52367613712152,47.61904761904761
segmentation,12,1.0,0.1,46.48526077097506,52.38095238095239
segmentation,15,1.0,0.1,53.756613756613746,61.904761904761905
segmentation,8,1.0,0.1,49.59009244723531,57.14285714285714
segmentation,17,1.0,0.1,57.868480725623584,66.66666666666666
vote,20,1.0,0.1,88.27361105249089,88.37209302325581
vote,19,1.0,0.1,88.27361105249089,88.37209302325581
vote,15,1.0,0.1,90.69767441860465,90.69767441860465
vote,17,1.0,0.1,90.69767441860465,90.69767441860465
segmentation,16,1.0,0.1,52.35653235653236,61.904761904761905
vote,16,1.0,0.1,90.69767441860465,90.69767441860465
vote,22,1.0,0.1,88.27361105249089,88.37209302325581
vote,18,1.0,0.1,90.69767441860465,90.69767441860465
segmentation,13,1.0,0.1,47.19487795118047,52.38095238095239
vote,23,1.0,0.1,88.27361105249089,88.37209302325581
vote,25,1.0,0.1,88.27361105249089,88.37209302325581
vote,21,1.0,0.1,88.27361105249089,88.37209302325581
segmentation,10,1.0,0.1,41.9501133786848,47.61904761904761
vote,24,1.0,0.1,90.52583342880055,90.69767441860465
vote,26,1.0,0.1,88.27361105249089,88.37209302325581
segmentation,19,1.0,0.1,66.76286676286676,76.19047619047619
segmentation,18,1.0,0.1,57.63760049474336,66.66666666666666
segmentation,20,1.0,0.1,66.76286676286676,76.19047619047619
vote,27,1.0,0.1,88.27361105249089,88.37209302325581
vote,29,1.0,0.1,85.78875014320083,86.04651162790698
vote,28,1.0,0.1,88.27361105249089,88.37209302325581
glass,2,1.0,0.1,100.0,100.0
glass,3,1.0,0.1,90.05291005291005,90.47619047619048
glass,4,1.0,0.1,70.87198515769944,76.19047619047619
glass,7,1.0,0.1,54.66853408029879,57.14285714285714
glass,8,1.0,0.1,59.83530254206947,66.66666666666666
glass,5,1.0,0.1,59.5959595959596,66.66666666666666
glass,6,1.0,0.1,67.3015873015873,71.42857142857143
glass,9,1.0,0.1,63.948332369385,71.42857142857143
fire,2,0.1,4,3.682362441520631,49.183889132585115
glass,10,1.0,0.1,51.67044595616025,57.14285714285714
glass,13,1.0,0.1,41.904761904761905,52.38095238095239
fire,2,0.25,0.25,0.5069406813023175,1.5564711553870854
glass,11,1.0,0.1,40.33613445378151,47.61904761904761
fire,2,0.5,0.1,0.0014840106149372498,4.5168082860711936e-05
glass,14,1.0,0.1,45.3514739229025,57.14285714285714
fire,2,0.1,0.25,1.026500274970148,3.6063245329401843
glass,15,1.0,0.1,33.03363303363303,42.857142857142854
fire,2,0.1,0.5,2.727061430948208,25.01691574141761
fire,2,0.1,1,3.4450268377515485,42.25002692608226
