vote,4,1.0,0.1,97.67189764920904,97.67441860465115
vote,8,1.0,0.1,90.59567523459812,90.69767441860465
vote,2,1.0,0.1,100.0,100.0
vote,3,1.0,0.1,92.97758154759637,93.02325581395348
vote,6,1.0,0.1,92.97758154759637,93.02325581395348
vote,7,1.0,0.1,90.59567523459812,90.69767441860465
vote,5,1.0,0.1,92.97758154759637,93.02325581395348
segmentation,9,1.0,0.1,27.063492063492067,38.095238095238095
vote,9,1.0,0.1,90.59567523459812,90.69767441860465
segmentation,5,1.0,0.1,67.64928193499622,71.42857142857143
segmentation,3,1.0,0.1,95.05668934240362,95.23809523809523
vote,13,1.0,0.1,83.21021431828545,83.72093023255815
segmentation,19,1.0,0.1,16.666666666666664,33.33333333333333
segmentation,2,1.0,0.1,100.0,100.0
segmentation,11,1.0,0.1,16.666666666666664,33.33333333333333
vote,11,1.0,0.1,88.17968419297323,88.37209302325581
vote,10,1.0,0.1,90.59567523459812,90.69767441860465
segmentation,4,1.0,0.1,72.41118669690097,76.19047619047619
segmentation,18,1.0,0.1,16.666666666666664,33.33333333333333
vote,12,1.0,0.1,90.59567523459812,90.69767441860465
segmentation,16,1.0,0.1,16.666666666666664,33.33333333333333
segmentation,7,1.0,0.1,51.40096618357488,57.14285714285714
segmentation,10,1.0,0.1,24.90299823633157,38.095238095238095
segmentation,8,1.0,0.1,37.43271221532091,47.61904761904761
vote,15,1.0,0.1,83.21021431828545,83.72093023255815
segmentation,12,1.0,0.1,16.666666666666664,33.33333333333333
segmentation,6,1.0,0.1,58.575008950948806,66.66666666666666
segmentation,14,1.0,0.1,16.666666666666664,33.33333333333333
segmentation,17,1.0,0.1,16.666666666666664,33.33333333333333
segmentation,13,1.0,0.1,17.28395061728395,33.33333333333333
segmentation,15,1.0,0.1,16.666666666666664,33.33333333333333
vote,16,1.0,0.1,83.21021431828545,83.72093023255815
segmentation,20,1.0,0.1,16.666666666666664,33.33333333333333
vote,14,1.0,0.1,83.21021431828545,83.72093023255815
vote,19,1.0,0.1,83.21021431828545,83.72093023255815
vote,17,1.0,0.1,83.21021431828545,83.72093023255815
vote,21,1.0,0.1,85.72093023255813,86.04651162790698
vote,20,1.0,0.1,85.72093023255813,86.04651162790698
vote,22,1.0,0.1,85.72093023255813,86.04651162790698
vote,18,1.0,0.1,85.72093023255813,86.04651162790698
vote,23,1.0,0.1,85.72093023255813,86.04651162790698
vote,24,1.0,0.1,85.72093023255813,86.04651162790698
vote,26,1.0,0.1,85.72093023255813,86.04651162790698
vote,25,1.0,0.1,85.72093023255813,86.04651162790698
vote,28,1.0,0.1,85.72093023255813,86.04651162790698
vote,27,1.0,0.1,85.72093023255813,86.04651162790698
