K-Medoids,abalone,1.80425955852489,6.89065381060755
K-Medoids,abalone,1.98161906592327,7.64717154128765
K-Medoids,abalone,2.00155446243103,7.98189248133528
K-Medoids,abalone,2.06821257235461,8.40054796359088
K-Medoids,abalone,2.06385920608567,8.92643475458779
K-Medoids,abalone,2.07997727864899,8.98433579145954
K-Medoids,abalone,2.02863043326669,9.05736079467751
K-Medoids,abalone,2.15129372058101,9.60411968305533
K-Medoids,abalone,2.2501817404861,10.9058954639406
K-Medoids,abalone,2.47322795912404,11.5738266088112
K-Medoids,fire,5.44177758157356,258.387011979464
K-Medoids,fire,6.66961227149219,323.093732880297
K-Medoids,fire,8.1759896916764,330.095129610255
K-Medoids,fire,8.7439348322836,426.877507294523
K-Medoids,fire,9.60998216684389,727.215461193965
K-Medoids,fire,12.5033153243568,1074.48622769314
K-Medoids,fire,12.1901535503646,1254.42788736274
K-Medoids,fire,26.5144235103028,12612.8176290369
K-Medoids,fire,29.4745885317764,26019.3316058675
K-Medoids,fire,34.995757832817,26519.6611940513
K-Medoids,glass,41.1111111111111,38.8888888888889
K-Medoids,glass,45.5,50
K-Medoids,glass,53.1328320802005,52.6315789473684
K-Medoids,glass,53.3333333333333,55
K-Medoids,glass,57.3333333333333,60
K-Medoids,glass,61.8717948717949,65
K-Medoids,glass,60.2083333333333,65
K-Medoids,glass,58.9791472144413,66.6666666666667
K-Medoids,glass,74.7638326585695,78.9473684210526
K-Medoids,machine,14.3426667351732,657.696311643651
K-Medoids,machine,25.7598341127736,1295.21183341928
K-Medoids,machine,27.2325449493318,1534.65009563405
K-Medoids,machine,32.3243242573083,2359.61461709871
K-Medoids,machine,27.1502431408758,2483.75000757692
K-Medoids,machine,45.1021080671801,6174.51032982057
K-Medoids,machine,42.9939493610606,6421.38837820943
K-Medoids,machine,68.824625838682,21565.6144208699
K-Medoids,machine,57.196539423503,31308.6643696706
K-Medoids,machine,61.8166021156225,36851.5882425805
K-Medoids,segmentation,54.4642857142857,56.25
K-Medoids,segmentation,65.952380952381,66.6666666666667
K-Medoids,segmentation,63.609022556391,68.421052631579
K-Medoids,segmentation,66.0714285714286,70
K-Medoids,segmentation,71.3888888888889,72.2222222222222
K-Medoids,segmentation,71.4285714285714,76.1904761904762
K-Medoids,segmentation,73.0820105820106,77.7777777777778
K-Medoids,segmentation,81.7927170868347,82.3529411764706
K-Medoids,segmentation,94.2857142857143,94.4444444444444
K-Medoids,segmentation,95.1020408163265,95.2380952380952
K-Medoids,vote,84.8210612916495,84.6153846153846
K-Medoids,vote,85.1127819548872,85
K-Medoids,vote,87.2498812100734,87.1794871794872
K-Medoids,vote,87.2498812100734,87.1794871794872
K-Medoids,vote,89.7435897435897,89.7435897435897
K-Medoids,vote,90.1010101010101,90
K-Medoids,vote,92.1448783248444,92.1052631578947
K-Medoids,vote,92.349928726044,92.3076923076923
K-Medoids,vote,95.0383631713555,95
K-Medoids,vote,97.4178530828777,97.4358974358974
