segmentation,1,2,19.576719576719576,23.809523809523807
segmentation,1,1,0.4329004329004328,4.761904761904762
segmentation,1,3,6.802721088435374,9.523809523809524
segmentation,1,4,13.333333333333334,28.57142857142857
segmentation,1,5,42.83272283272283,52.38095238095239
segmentation,2,1,0.4329004329004328,4.761904761904762
segmentation,1,6,25.957049486461255,28.57142857142857
segmentation,2,2,10.0,14.285714285714285
segmentation,2,3,29.166666666666668,33.33333333333333
segmentation,1,9,51.08669108669108,57.14285714285714
segmentation,2,6,0.4329004329004328,4.761904761904762
segmentation,1,7,34.16477702191988,47.61904761904761
segmentation,2,4,14.058956916099774,28.57142857142857
segmentation,1,8,42.53968253968254,52.38095238095239
segmentation,2,5,41.04308390022676,52.38095238095239
segmentation,1,10,49.81684981684982,61.904761904761905
segmentation,1,11,49.81684981684982,61.904761904761905
segmentation,1,12,38.095238095238095,42.857142857142854
segmentation,1,13,49.81684981684982,61.904761904761905
segmentation,1,14,50.79365079365079,61.904761904761905
segmentation,2,7,38.095238095238095,47.61904761904761
segmentation,1,15,29.166666666666668,33.33333333333333
segmentation,1,21,39.85260770975058,47.61904761904761
segmentation,2,8,41.88034188034188,52.38095238095239
segmentation,1,16,55.71254142682713,66.66666666666666
segmentation,2,9,42.83272283272283,52.38095238095239
segmentation,1,17,40.29304029304029,47.61904761904761
segmentation,1,18,39.12698412698413,47.61904761904761
segmentation,1,19,55.71254142682713,66.66666666666666
segmentation,2,10,41.269841269841265,47.61904761904761
segmentation,2,11,49.81684981684982,61.904761904761905
segmentation,1,20,51.98412698412697,61.904761904761905
segmentation,2,14,49.81684981684982,61.904761904761905
segmentation,2,13,40.63492063492063,47.61904761904761
segmentation,1,22,41.269841269841265,47.61904761904761
segmentation,2,15,25.957049486461255,28.57142857142857
segmentation,1,23,53.51473922902494,61.904761904761905
segmentation,2,12,49.81684981684982,61.904761904761905
segmentation,1,24,41.65358451072736,52.38095238095239
segmentation,3,1,0.4329004329004328,4.761904761904762
segmentation,1,25,51.98412698412699,61.904761904761905
segmentation,3,2,13.333333333333334,28.57142857142857
segmentation,1,26,53.51473922902494,61.904761904761905
segmentation,1,27,51.156462585034014,57.14285714285714
segmentation,1,28,47.53246753246753,57.14285714285714
segmentation,1,29,40.29304029304029,47.61904761904761
segmentation,2,16,64.30839002267574,71.42857142857143
segmentation,3,3,29.09090909090909,42.857142857142854
segmentation,3,5,19.576719576719576,23.809523809523807
segmentation,2,17,48.80952380952381,61.904761904761905
segmentation,3,4,49.81684981684982,61.904761904761905
segmentation,2,21,49.81684981684982,61.904761904761905
segmentation,3,7,13.333333333333334,28.57142857142857
segmentation,2,18,50.79365079365079,61.904761904761905
segmentation,3,6,49.81684981684982,61.904761904761905
segmentation,2,19,53.333333333333336,57.14285714285714
segmentation,3,9,27.551020408163268,42.857142857142854
segmentation,3,8,41.232492997198875,47.61904761904761
segmentation,2,20,49.81684981684982,61.904761904761905
segmentation,3,10,46.25850340136055,52.38095238095239
segmentation,3,14,29.166666666666668,33.33333333333333
segmentation,3,11,35.600907029478456,42.857142857142854
segmentation,2,22,51.322751322751316,57.14285714285714
segmentation,4,1,0.4329004329004328,4.761904761904762
segmentation,3,12,49.81684981684982,61.904761904761905
segmentation,2,23,41.88034188034188,52.38095238095239
segmentation,2,24,47.14285714285714,57.14285714285714
segmentation,3,13,40.29304029304029,47.61904761904761
segmentation,3,19,49.81684981684982,61.904761904761905
segmentation,2,28,60.72974644403215,66.66666666666666
segmentation,4,2,16.233766233766232,28.57142857142857
segmentation,2,26,43.21995464852608,47.61904761904761
segmentation,2,25,58.750773036487324,61.904761904761905
segmentation,4,3,25.957049486461255,28.57142857142857
segmentation,3,15,49.81684981684982,61.904761904761905
segmentation,4,4,16.233766233766232,28.57142857142857
segmentation,3,16,58.412698412698404,66.66666666666666
segmentation,3,17,49.84126984126984,61.904761904761905
segmentation,2,27,51.98412698412697,61.904761904761905
segmentation,2,29,39.455782312925166,47.61904761904761
segmentation,3,18,50.79365079365079,61.904761904761905
segmentation,4,5,49.81684981684982,61.904761904761905
segmentation,4,6,39.12698412698413,47.61904761904761
segmentation,4,7,49.81684981684982,61.904761904761905
segmentation,3,20,41.88034188034188,52.38095238095239
segmentation,4,9,49.81684981684982,61.904761904761905
segmentation,3,21,51.54607297464441,52.38095238095239
segmentation,4,8,42.53968253968254,52.38095238095239
segmentation,3,22,58.412698412698404,66.66666666666666
segmentation,3,23,39.455782312925166,47.61904761904761
segmentation,4,10,30.476190476190478,42.857142857142854
segmentation,3,24,45.634920634920626,57.14285714285714
segmentation,4,11,34.57875457875458,47.61904761904761
segmentation,4,13,45.714285714285715,47.61904761904761
segmentation,3,27,50.79365079365079,61.904761904761905
segmentation,3,25,58.484848484848484,61.904761904761905
segmentation,5,1,0.4329004329004328,4.761904761904762
segmentation,4,12,34.16477702191988,47.61904761904761
segmentation,5,2,16.233766233766232,28.57142857142857
segmentation,3,26,46.217274788703364,52.38095238095239
segmentation,4,14,46.98412698412698,52.38095238095239
segmentation,5,3,29.166666666666668,33.33333333333333
segmentation,4,15,55.71254142682713,66.66666666666666
segmentation,3,28,43.8095238095238,47.61904761904761
segmentation,4,17,25.55916305916306,38.095238095238095
segmentation,3,29,42.83272283272283,52.38095238095239
segmentation,4,16,43.8095238095238,47.61904761904761
segmentation,5,4,29.166666666666668,33.33333333333333
segmentation,4,19,49.81684981684982,61.904761904761905
segmentation,5,5,29.166666666666668,33.33333333333333
segmentation,4,18,40.29304029304029,47.61904761904761
segmentation,5,6,34.16477702191988,47.61904761904761
segmentation,5,8,49.81684981684982,61.904761904761905
segmentation,4,20,55.15873015873015,66.66666666666666
segmentation,4,21,58.412698412698404,66.66666666666666
