1,2,19.5767195767196,23.8095238095238
1,1,0.432900432900433,4.76190476190476
1,3,6.80272108843537,9.52380952380952
1,4,13.3333333333333,28.5714285714286
1,5,42.8327228327228,52.3809523809524
2,1,0.432900432900433,4.76190476190476
1,6,25.9570494864613,28.5714285714286
2,2,10,14.2857142857143
2,3,29.1666666666667,33.3333333333333
1,9,51.0866910866911,57.1428571428571
2,6,0.432900432900433,4.76190476190476
1,7,34.1647770219199,47.6190476190476
2,4,14.0589569160998,28.5714285714286
1,8,42.5396825396825,52.3809523809524
2,5,41.0430839002268,52.3809523809524
1,10,49.8168498168498,61.9047619047619
1,11,49.8168498168498,61.9047619047619
1,12,38.0952380952381,42.8571428571429
1,13,49.8168498168498,61.9047619047619
1,14,50.7936507936508,61.9047619047619
2,7,38.0952380952381,47.6190476190476
1,15,29.1666666666667,33.3333333333333
1,21,39.8526077097506,47.6190476190476
2,8,41.8803418803419,52.3809523809524
1,16,55.7125414268271,66.6666666666667
2,9,42.8327228327228,52.3809523809524
1,17,40.2930402930403,47.6190476190476
1,18,39.1269841269841,47.6190476190476
1,19,55.7125414268271,66.6666666666667
2,10,41.2698412698413,47.6190476190476
2,11,49.8168498168498,61.9047619047619
1,20,51.984126984127,61.9047619047619
2,14,49.8168498168498,61.9047619047619
2,13,40.6349206349206,47.6190476190476
1,22,41.2698412698413,47.6190476190476
2,15,25.9570494864613,28.5714285714286
1,23,53.5147392290249,61.9047619047619
2,12,49.8168498168498,61.9047619047619
1,24,41.6535845107274,52.3809523809524
3,1,0.432900432900433,4.76190476190476
1,25,51.984126984127,61.9047619047619
3,2,13.3333333333333,28.5714285714286
1,26,53.5147392290249,61.9047619047619
1,27,51.156462585034,57.1428571428571
1,28,47.5324675324675,57.1428571428571
1,29,40.2930402930403,47.6190476190476
2,16,64.3083900226757,71.4285714285714
3,3,29.0909090909091,42.8571428571429
3,5,19.5767195767196,23.8095238095238
2,17,48.8095238095238,61.9047619047619
3,4,49.8168498168498,61.9047619047619
2,21,49.8168498168498,61.9047619047619
3,7,13.3333333333333,28.5714285714286
2,18,50.7936507936508,61.9047619047619
3,6,49.8168498168498,61.9047619047619
2,19,53.3333333333333,57.1428571428571
3,9,27.5510204081633,42.8571428571429
3,8,41.2324929971989,47.6190476190476
2,20,49.8168498168498,61.9047619047619
3,10,46.2585034013606,52.3809523809524
3,14,29.1666666666667,33.3333333333333
3,11,35.6009070294785,42.8571428571429
2,22,51.3227513227513,57.1428571428571
4,1,0.432900432900433,4.76190476190476
3,12,49.8168498168498,61.9047619047619
2,23,41.8803418803419,52.3809523809524
2,24,47.1428571428571,57.1428571428571
3,13,40.2930402930403,47.6190476190476
3,19,49.8168498168498,61.9047619047619
2,28,60.7297464440322,66.6666666666667
4,2,16.2337662337662,28.5714285714286
2,26,43.2199546485261,47.6190476190476
2,25,58.7507730364873,61.9047619047619
4,3,25.9570494864613,28.5714285714286
3,15,49.8168498168498,61.9047619047619
4,4,16.2337662337662,28.5714285714286
3,16,58.4126984126984,66.6666666666667
3,17,49.8412698412698,61.9047619047619
2,27,51.984126984127,61.9047619047619
2,29,39.4557823129252,47.6190476190476
3,18,50.7936507936508,61.9047619047619
4,5,49.8168498168498,61.9047619047619
4,6,39.1269841269841,47.6190476190476
4,7,49.8168498168498,61.9047619047619
3,20,41.8803418803419,52.3809523809524
4,9,49.8168498168498,61.9047619047619
3,21,51.5460729746444,52.3809523809524
4,8,42.5396825396825,52.3809523809524
3,22,58.4126984126984,66.6666666666667
3,23,39.4557823129252,47.6190476190476
4,10,30.4761904761905,42.8571428571429
3,24,45.6349206349206,57.1428571428571
4,11,34.5787545787546,47.6190476190476
4,13,45.7142857142857,47.6190476190476
3,27,50.7936507936508,61.9047619047619
3,25,58.4848484848485,61.9047619047619
5,1,0.432900432900433,4.76190476190476
4,12,34.1647770219199,47.6190476190476
5,2,16.2337662337662,28.5714285714286
3,26,46.2172747887034,52.3809523809524
4,14,46.984126984127,52.3809523809524
5,3,29.1666666666667,33.3333333333333
4,15,55.7125414268271,66.6666666666667
3,28,43.8095238095238,47.6190476190476
4,17,25.5591630591631,38.0952380952381
3,29,42.8327228327228,52.3809523809524
4,16,43.8095238095238,47.6190476190476
5,4,29.1666666666667,33.3333333333333
4,19,49.8168498168498,61.9047619047619
5,5,29.1666666666667,33.3333333333333
4,18,40.2930402930403,47.6190476190476
5,6,34.1647770219199,47.6190476190476
5,8,49.8168498168498,61.9047619047619
4,20,55.1587301587302,66.6666666666667
4,21,58.4126984126984,66.6666666666667
5,7,34.1647770219199,47.6190476190476
5,9,40.5372405372405,47.6190476190476
4,22,41.0430839002268,52.3809523809524
5,10,49.8168498168498,61.9047619047619
4,23,40.2930402930403,47.6190476190476
4,26,47.6190476190476,57.1428571428571
4,24,55.7125414268271,66.6666666666667
4,25,61.2059369202226,66.6666666666667
5,11,38.0952380952381,47.6190476190476
6,1,0.432900432900433,4.76190476190476
5,12,41.2698412698413,47.6190476190476
5,13,50.7936507936508,61.9047619047619
4,28,38.0952380952381,42.8571428571429
5,15,58.4126984126984,66.6666666666667
6,2,13.3333333333333,28.5714285714286
5,14,32.3565323565324,38.0952380952381
6,3,14.6520146520146,28.5714285714286
4,27,45.3102453102453,47.6190476190476
5,18,49.8168498168498,61.9047619047619
5,16,38.0952380952381,47.6190476190476
6,4,26.6570466570467,42.8571428571429
5,17,40.6349206349206,52.3809523809524
6,5,49.8168498168498,61.9047619047619
6,6,38.0952380952381,47.6190476190476
4,29,42.2675736961451,47.6190476190476
5,19,41.6535845107274,52.3809523809524
6,9,56.1038961038961,61.9047619047619
6,7,50.7936507936508,61.9047619047619
5,20,49.8168498168498,61.9047619047619
6,8,47.6190476190476,57.1428571428571
5,21,55.7125414268271,66.6666666666667
6,10,49.8168498168498,61.9047619047619
6,11,49.8168498168498,61.9047619047619
6,12,40.2930402930403,47.6190476190476
5,22,49.4331065759637,57.1428571428571
5,23,34.3604108309991,47.6190476190476
7,1,0.432900432900433,4.76190476190476
5,24,58.4126984126984,66.6666666666667
5,25,49.8168498168498,61.9047619047619
5,27,50.7936507936508,61.9047619047619
7,2,0.432900432900433,4.76190476190476
5,28,65.5534941249227,71.4285714285714
6,13,38.0952380952381,42.8571428571429
5,26,55.7125414268271,66.6666666666667
7,3,19.5767195767196,23.8095238095238
6,14,46.2585034013606,52.3809523809524
5,29,49.8168498168498,61.9047619047619
7,4,25.9570494864613,28.5714285714286
6,15,49.8168498168498,61.9047619047619
6,16,56.1038961038961,61.9047619047619
6,17,39.4557823129252,47.6190476190476
6,19,56.1038961038961,61.9047619047619
6,18,49.8168498168498,61.9047619047619
7,5,34.1647770219199,47.6190476190476
7,6,22.8571428571429,33.3333333333333
6,20,42.5273139558854,47.6190476190476
6,21,43.4920634920635,52.3809523809524
7,9,49.8168498168498,61.9047619047619
7,7,47.6190476190476,57.1428571428571
6,24,41.2698412698413,47.6190476190476
7,8,49.8168498168498,61.9047619047619
6,22,34.5787545787546,47.6190476190476
6,23,48.8095238095238,57.1428571428571
7,12,49.8168498168498,61.9047619047619
7,10,49.4993894993895,57.1428571428571
7,11,50.7936507936508,57.1428571428571
8,1,0.432900432900433,4.76190476190476
6,25,53.5147392290249,61.9047619047619
7,13,38.0952380952381,42.8571428571429
6,26,54.8340548340548,61.9047619047619
7,14,47.6190476190476,57.1428571428571
8,3,13.3333333333333,28.5714285714286
8,2,19.5767195767196,23.8095238095238
6,27,48.8888888888889,52.3809523809524
7,15,40.2930402930403,47.6190476190476
6,29,51.984126984127,61.9047619047619
8,4,34.1647770219199,47.6190476190476
6,28,61.2059369202226,66.6666666666667
7,16,55.1587301587302,66.6666666666667
7,17,45.7142857142857,47.6190476190476
8,5,13.3333333333333,28.5714285714286
8,6,13.3333333333333,28.5714285714286
7,18,40.5372405372405,47.6190476190476
7,20,51.156462585034,57.1428571428571
8,7,29.1666666666667,33.3333333333333
7,19,63.3766233766234,71.4285714285714
7,22,50.4761904761905,57.1428571428571
8,8,27.5510204081633,42.8571428571429
8,9,33.6134453781513,42.8571428571429
7,21,49.8168498168498,61.9047619047619
7,24,42.6303854875283,52.3809523809524
7,23,49.5238095238095,57.1428571428571
9,1,0.432900432900433,4.76190476190476
8,10,51.0204081632653,57.1428571428571
8,11,50.4761904761905,57.1428571428571
7,25,46.6213151927438,47.6190476190476
8,12,49.8168498168498,61.9047619047619
8,15,40.2930402930403,47.6190476190476
9,2,19.5767195767196,23.8095238095238
7,26,38.0952380952381,42.8571428571429
8,16,41.2698412698413,47.6190476190476
8,13,41.8803418803419,52.3809523809524
7,27,58.4126984126984,66.6666666666667
7,29,49.8168498168498,61.9047619047619
8,14,53.5147392290249,61.9047619047619
9,3,13.3333333333333,28.5714285714286
7,28,51.5873015873016,57.1428571428571
9,5,45.8049886621315,57.1428571428571
9,4,14.0589569160998,28.5714285714286
8,17,59.5052566481138,61.9047619047619
9,6,33.015873015873,42.8571428571429
9,7,49.8168498168498,61.9047619047619
8,18,49.8168498168498,61.9047619047619
8,19,51.984126984127,61.9047619047619
9,8,39.3650793650794,47.6190476190476
8,20,47.9120879120879,52.3809523809524
8,21,40.2930402930403,47.6190476190476
9,9,49.8168498168498,61.9047619047619
8,22,40.1587301587302,42.8571428571429
9,10,49.8168498168498,61.9047619047619
8,23,47.6190476190476,57.1428571428571
8,29,58.4126984126984,66.6666666666667
8,24,39.6825396825397,47.6190476190476
9,11,27.8388278388278,42.8571428571429
10,1,0.432900432900433,4.76190476190476
9,12,42.8327228327228,52.3809523809524
8,25,47.7324263038549,57.1428571428571
8,26,47.6190476190476,57.1428571428571
10,2,13.8147566718995,28.5714285714286
9,13,56.7099567099567,66.6666666666667
8,27,48.8888888888889,52.3809523809524
10,3,16.2337662337662,28.5714285714286
8,28,64.3083900226757,71.4285714285714
9,14,48.4563055991627,57.1428571428571
9,15,47.6190476190476,57.1428571428571
9,16,58.4126984126984,66.6666666666667
10,4,29.1666666666667,33.3333333333333
9,17,60.4761904761905,66.6666666666667
9,18,40.2930402930403,47.6190476190476
10,5,46.5986394557823,57.1428571428571
10,6,34.3604108309991,47.6190476190476
9,19,64.3083900226757,71.4285714285714
9,20,52.537938252224,61.9047619047619
10,7,49.8168498168498,61.9047619047619
10,8,49.8168498168498,61.9047619047619
9,21,34.1647770219199,47.6190476190476
9,22,45.6898656898657,57.1428571428571
9,23,56.3681027966742,61.9047619047619
10,9,39.4557823129252,47.6190476190476
10,10,41.6535845107274,52.3809523809524
