2,1,1.148491594
2,0.1,1.023095371
2,2,1.149532966
2,4,1.149793313
2,0.25,1.127739574
2,0.5,1.144327215
2,0.5,1.144327215
2,8,1.1498584
2,2,1.149532966
2,8,1.1498584
2,2,1.149532966
2,0.1,1.023095371
2,0.1,1.023095371
2,0.5,1.144327215
2,0.25,1.127739574
2,8,1.1498584
2,0.25,1.127739574
2,1,1.148491594
2,4,1.149793313
2,0.25,1.127739574
2,1,1.148491594
2,2,1.149532966
2,0.1,1.023095371
2,4,1.149793313
2,4,1.149793313
2,0.5,1.144327215
2,0.25,1.127739574
2,0.1,1.023095371
2,0.5,1.144327215
2,1,1.148491594
2,1,1.148491594
2,8,1.1498584
2,0.25,1.127739574
2,2,1.149532966
2,0.1,1.023095371
2,4,1.149793313
2,8,1.1498584
2,0.5,1.144327215
2,4,1.149793313
2,8,1.1498584
2,1,1.148491594
2,0.25,1.127739574
2,0.1,1.023095371
2,2,1.149532966
2,4,1.149793313
2,8,1.1498584
2,1,1.148491594
3,8,1.340509501
3,0.1,1.221387045
3,0.5,1.335861472
2,0.5,1.144327215
3,0.5,1.335861472
3,1,1.339368234
2,2,1.149532966
3,0.25,1.321470279
3,0.1,1.221387045
3,2,1.340238205
3,1,1.339368234
3,4,1.340455264
3,4,1.340455264
3,0.25,1.321470279
3,2,1.340238205
3,0.1,1.221387045
3,8,1.340509501
3,0.25,1.321470279
3,0.5,1.335861472
3,0.5,1.335861472
3,1,1.339368234
3,2,1.340238205
3,4,1.340455264
3,8,1.340509501
3,0.1,1.221387045
3,0.1,1.221387045
3,0.25,1.321470279
3,4,1.340455264
3,8,1.340509501
3,0.25,1.321470279
3,1,1.339368234
3,2,1.340238205
3,4,1.340455264
3,1,1.339368234
3,8,1.340509501
3,1,1.339368234
3,0.25,1.321470279
3,2,1.340238205
3,0.5,1.335861472
3,0.1,1.221387045
3,0.5,1.335861472
3,8,1.340509501
3,0.5,1.335861472
3,2,1.340238205
3,4,1.340455264
3,0.25,1.321470279
3,1,1.339368234
3,0.1,1.221387045
3,2,1.340238205
3,4,1.340455264
3,8,1.340509501
4,0.1,1.350133806
4,0.25,1.454956302
4,0.5,1.46995566
4,8,1.474801306
4,1,1.473611849
4,0.1,1.350152218
4,4,1.474744785
4,2,1.47451858
4,0.25,1.454961029
4,0.5,1.469956909
4,0.5,1.469956909
4,1,1.473612166
4,8,1.474801311
4,2,1.474518659
4,4,1.474744805
4,0.25,1.454961029
4,4,1.474744805
4,2,1.474518659
4,0.1,1.350152218
4,0.1,1.350152218
4,1,1.473612166
4,8,1.474801311
4,0.25,1.454961029
4,2,1.474518659
4,1,1.473612166
4,4,1.474744805
4,0.5,1.469956909
4,0.1,1.350152218
4,8,1.474801311
4,0.25,1.454961029
4,0.5,1.469956909
4,1,1.473612166
4,2,1.474518659
4,4,1.474744805
4,0.1,1.350152218
4,0.25,1.454961029
4,0.5,1.469956909
4,1,1.473612166
4,4,1.474744805
4,8,1.474801311
